app_name,date,star,avaliacoes_totais
Orsegups - Meu Condomínio,2025-03-26,"4,6",2500
Sensato Condomínios,2025-03-26,"4,5",30
Parceria Condomínios,2025-03-26,"4,5",40
GRUPO PARADIGMA SC,2025-03-26,"5,0",5
