app_name;plataforma;user_reviewer;date;stars;commentary
ROBOTTON;apple;R.sob;25/03/2025;1.0;Bem ruim, vem notificação de mensagem e quando aperta na notificação abre a tela inicial do app no lugar de abrir a mensagem e em mensagem não aparece nada, implementaram a funcionalidade pela metade
